,average vc size
0.078152600000000003,2.105878467635403
3.3678091542200002,2.0821444297666227
6.6574657084400002,2.0563188022897405
9.9471222626599989,2.0321884632320564
13.236778816879999,2.0086525759577278
16.5264353711,1.9846543372963457
19.816091925319999,1.9595992954645527
23.105748479540001,1.9335755173932188
26.395405033759999,1.9051739321884633
29.685061587979998,1.8775209158960813
32.974718142200004,1.85077058564509
36.264374696420006,1.8231616028181421
39.554031250640001,1.7955966534566272
42.843687804860004,1.7685380889476001
46.133344359080006,1.7425803610744164
49.423000913300001,1.7164024658740644
52.712657467520003,1.6951783355350067
56.002314021740006,1.6756274768824304
59.291970575960001,1.6532144429766622
62.581627130180003,1.6334434169969179
65.871283684399998,1.612351387054161
69.16094023862,1.5903346543372963
72.450596792840003,1.5675693527080583
75.740253347059991,1.5470717745486569
79.029909901279993,1.5257595772787318
82.319566455499995,1.5049097313958608
85.609223009719997,1.4788859533245267
88.89887956394,1.4560546014971378
92.188536118160002,1.4322765301629237
95.47819267237999,1.4061426684280052
98.767849226599992,1.3815059445178335
102.05750578081999,1.35554821664465
105.34716233504,1.3286657859973579
108.63681888926,1.3040290620871862
111.92647544348,1.2799867899603699
115.2161319977,1.2536107441655659
118.50578855191999,1.2280493174812859
121.79544510613999,1.2033245266402466
125.08510166036,1.1777410832232496
128.37475821458,1.1569793042712462
131.66441476880001,1.1334434169969176
134.95407132302,1.1135402906208718
138.24372787724002,1.0914134742404227
141.53338443146001,1.0719286657859974
144.82304098568002,1.0516072214883312
148.11269753990001,1.0302950242184061
151.40235409412,1.0076618229854688
154.69201064834002,0.98372963452223705
157.98166720256,0.96017173051519156
161.27132375678002,0.93656979304271248
164.56098031100001,0.91556583003082337
167.85063686522003,0.89368119771025967
171.14029341944001,0.87206076618229855
174.42994997366,0.8491193306913255
177.71960652788002,0.82384412153236453
181.00926308210001,0.79969176574196399
184.29891963632002,0.7789740202553942
187.58857619054001,0.76019374724790845
190.87823274476,0.73914575077058564
194.16788929898001,0.71858212241303399
197.4575458532,0.69843681197710272
200.74720240742002,0.67763099955966533
204.03685896164001,0.65662703654777632
207.32651551586002,0.6360413914575076
210.61617207008001,0.61281373844121545
213.9058286243,0.59337296345222368
217.19548517852002,0.57371202113606334
220.48514173274,0.55321444297666234
223.77479828696002,0.53333333333333333
227.06445484118001,0.51380449141347428
230.35411139540003,0.49462791721708499
233.64376794962001,0.47569352708058138
236.93342450384,0.45904887714663134
240.22308105806002,0.44247027741083222
243.51273761228001,0.42639806252752094
246.80239416650002,0.41248348745046232
250.09205072072001,0.39872302950242183
253.38170727494,0.38674592690444742
256.67136382915999,0.37569352708058124
259.96102038338,0.36516952884191989
263.25067693760002,0.35332452664024661
266.54033349182004,0.34178775869660949
269.82999004604,0.33159401144870104
273.11964660026001,0.32263320123293704
276.40930315448003,0.31466314398943196
279.69895970869999,0.30792602377807132
282.98861626292,0.30055041831792162
286.27827281714002,0.29306472919418758
289.56792937136004,0.28630559225011004
292.85758592558,0.28102157639806258
296.14724247980001,0.27646411272567151
299.43689903402003,0.27098194627917216
302.72655558823999,0.26816380449141347
306.01621214246001,0.26499339498018493
309.30586869668002,0.26237340378687801
312.59552525090004,0.26074416556583002
315.88518180512,0.25869660942316164
319.17483835934001,0.25730955526199911
322.46449491356003,0.2554381329810656
325.75415146777999,0.2535226772346984
