,average vc size
0.0219233,5.9513472600666057
239.35770406699999,0.47181350287617319
478.693484834,0.35280048440811385
718.02926560100002,0.30290644868301542
957.36504636799998,0.28298516500151377
1196.7008271350001,0.26902815622161669
1436.036607902,0.26503178928247045
1675.372388669,0.26103542234332427
1914.7081694359999,0.25676657584014528
2154.0439502029999,0.25528307599152289
2393.3797309699999,0.25476839237057225
2632.7155117369998,0.25392067817135933
2872.0512925039998,0.25361792310021192
3111.3870732709997,0.25328489252194969
3350.7228540379997,0.25231607629427788
3590.0586348049997,0.25192249470178624
3829.3944155719996,0.25137753557372083
4068.7301963389996,0.25059037238873749
4308.065977106,0.25059037238873749
4547.401757873,0.25004541326067209
4786.7375386399999,0.24940962761126245
5026.0733194069999,0.24934907659703298
5265.4091001739998,0.24934907659703298
5504.7448809409998,0.24910687254011504
5744.0806617079998,0.24910687254011504
5983.4164424749997,0.24904632152588557
6222.7522232419997,0.24904632152588557
6462.0880040089996,0.24904632152588557
6701.4237847759996,0.24904632152588557
6940.7595655429996,0.24871329094762337
7180.0953463099995,0.24871329094762337
7419.4311270769995,0.24871329094762337
7658.7669078439994,0.24871329094762337
7898.1026886109994,0.24871329094762337
8137.4384693779994,0.24871329094762337
8376.7742501450011,0.24871329094762337
8616.1100309120011,0.24871329094762337
8855.4458116790011,0.24807750529821374
9094.781592446001,0.24807750529821374
9334.117373213001,0.24807750529821374
9573.4531539800009,0.24807750529821374
9812.7889347470009,0.24807750529821374
10052.124715514001,0.24807750529821374
10291.460496281001,0.24774447471995154
10530.796277048001,0.24774447471995154
10770.132057815001,0.24774447471995154
11009.467838582001,0.24774447471995154
11248.803619349001,0.2475628216772631
11488.139400116001,0.2475628216772631
11727.475180883001,0.2475628216772631
11966.810961650001,0.24747199515591886
12206.146742417,0.24747199515591886
12445.482523184,0.2468967605207387
12684.818303951,0.2468967605207387
12924.154084718,0.2468967605207387
13163.489865485,0.2468967605207387
13402.825646252,0.2468967605207387
13642.161427019,0.2468967605207387
13881.497207786,0.2468967605207387
14120.832988553,0.2468967605207387
14360.16876932,0.2468967605207387
14599.504550087,0.2468967605207387
14838.840330854,0.2468967605207387
15078.176111621,0.2468967605207387
15317.511892388,0.2468967605207387
15556.847673155,0.2468967605207387
15796.183453922,0.2468967605207387
16035.519234689,0.2468967605207387
16274.855015456,0.2468967605207387
16514.190796223,0.2468967605207387
16753.52657699,0.2468967605207387
16992.862357757,0.2468967605207387
17232.198138524,0.2468967605207387
17471.533919291,0.2468967605207387
17710.869700058,0.2468967605207387
17950.205480825,0.2468967605207387
18189.541261592,0.2468967605207387
18428.877042358999,0.2468967605207387
18668.212823125999,0.2468967605207387
18907.548603892999,0.2468967605207387
19146.884384659999,0.2468967605207387
19386.220165426999,0.24656372994247655
19625.555946193999,0.24656372994247655
19864.891726960999,0.24656372994247655
20104.227507727999,0.24656372994247655
20343.563288494999,0.24656372994247655
20582.899069261999,0.24656372994247655
20822.234850028999,0.24632152588555858
21061.570630795999,0.24632152588555858
21300.906411562999,0.24632152588555858
21540.242192329999,0.24632152588555858
21779.577973096999,0.24632152588555858
22018.913753863999,0.24632152588555858
22258.249534630999,0.24632152588555858
22497.585315397999,0.24632152588555858
22736.921096164999,0.24632152588555858
22976.256876931999,0.24541326067211627
23215.592657698999,0.24541326067211627
23454.928438465999,0.24541326067211627
23694.264219232999,0.24541326067211627
