,average vc size
0.0014273700000000001,1.241625056740808
0.2977217986315,1.1906037221970041
0.59401622726300007,1.1517476168860648
0.89031065589450009,1.1147526100771676
1.1866050845260001,1.073672265093055
1.4828995131575002,1.0341352700862463
1.7791939417890001,0.98960508397639568
2.0754883704205001,0.95301861098502039
2.3717827990520002,0.91148433953699504
2.6680772276835003,0.87439854743531542
2.9643716563150004,0.83222877893781211
3.2606660849465001,0.80217884702678144
3.5569605135780002,0.76727190195188377
3.8532549422095004,0.72855197458011811
4.1495493708410001,0.69142078983204736
4.4458437994725006,0.64825238311393552
4.7421382281040003,0.61166591012256011
5.0384326567355,0.56804357694053564
5.3347270853670006,0.52968679073990022
5.6310215139985003,0.5148887880163413
5.9273159426300008,0.48529278256922381
6.2236103712615005,0.453109396277803
6.5199047998930002,0.42573763050385843
6.8161992285245008,0.39700408533817522
7.1124936571560005,0.36640944167044942
7.4087880857875001,0.34380390376758962
7.7050825144190007,0.31706763504312302
8.0013769430505004,0.29001361779391743
8.2976713716820001,0.26672719019518842
8.5939658003134998,0.24498411257376301
8.8902602289450012,0.23163867453472536
9.1865546575765009,0.22814344076259646
9.4828490862080006,0.21933726736268722
9.7791435148395003,0.21125737630503857
10.075437943471,0.20354062641852017
10.371732372102501,0.19822968679073988
10.668026800734001,0.19541534271448022
10.964321229365501,0.19264639128461186
11.260615657997,0.18969586926917839
11.5569100866285,0.18824330458465727
11.853204515260002,0.18556513844757147
12.149498943891501,0.18365864729913753
12.445793372523001,0.18270540172492056
12.742087801154501,0.18202451202905129
13.038382229786,0.17984566500226962
13.3346766584175,0.17852927825692239
13.630971087049002,0.17616886064457554
13.927265515680501,0.17444394008170674
14.223559944312001,0.17271901951883795
14.519854372943501,0.17140263277349072
14.816148801575,0.17131184748070813
15.112443230206502,0.17026781661370857
15.408737658838001,0.16867907399001364
15.705032087469501,0.16763504312301408
16.001326516100999,0.16554698138901497
16.2976209447325,0.1638220608261462
16.593915373363998,0.16282342260553789
16.8902098019955,0.16164321379936453
17.186504230626998,0.16114389468906037
17.482798659258499,0.1592374035406264
17.779093087890001,0.15846572855197455
18.075387516521499,0.15724012709940988
18.371681945153,0.15592374035406262
18.667976373784498,0.15533363595097596
18.964270802415999,0.15392646391284615
19.260565231047501,0.15120290512936904
19.556859659678999,0.15015887426236951
19.8531540883105,0.14884248751702225
20.149448516941998,0.14843395369950069
20.4457429455735,0.14716295960054471
20.742037374205001,0.14616432137993646
21.038331802836499,0.14489332728098051
21.334626231468,0.14443940081706766
21.630920660099498,0.14203359055832956
21.927215088731,0.14185201997276442
22.223509517362501,0.14112573763050384
22.519803945993999,0.14017249205628687
22.816098374625501,0.13976395823876533
23.112392803256999,0.13931003177485249
23.4086872318885,0.13803903767589651
23.704981660520001,0.13726736268724465
24.001276089151499,0.13654108034498411
24.297570517783001,0.13654108034498411
24.593864946414499,0.13536087153881071
24.890159375046,0.13454380390376758
25.186453803677498,0.13309123921924648
25.482748232309,0.13227417158420335
25.779042660940501,0.13150249659555152
26.075337089571999,0.13023150249659557
26.3716315182035,0.12896050839763959
26.667925946834998,0.12873354516568317
26.9642203754665,0.12796187017703131
27.260514804098001,0.12746255106672719
27.556809232729499,0.12637312755333635
27.853103661361001,0.12619155696777123
28.149398089992498,0.12551066727190197
28.445692518624,0.12473899228325011
28.741986947255501,0.12401270994098956
29.038281375886999,0.12355878347707672
29.334575804518501,0.12265093054925102
29.630870233149999,0.12265093054925102
